,Unnamed: 0,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity,clinic_id
135,135,invitro.by,,"медь, волосы",12.71,,,,0.3659273500179427,Инвитро
136,136,invitro.by,,"молибден, волосы",12.71,,,,0.4794576141813456,Инвитро
137,137,invitro.by,,"мышьяк, волосы",12.71,,,,0.4794576141813456,Инвитро
138,138,invitro.by,,"натрий, волосы",12.71,,,,0.3145053876471396,Инвитро
139,139,invitro.by,,"никель, волосы",12.71,,,,0.4794576141813456,Инвитро
140,140,invitro.by,,"олово, волосы",12.71,,,,0.4794576141813456,Инвитро
141,141,invitro.by,,"платина, волосы",12.71,,,,0.4794576141813456,Инвитро
142,142,invitro.by,,"ртуть, волосы",12.71,,,,0.4794576141813456,Инвитро
143,143,invitro.by,,"рубидий, волосы",12.71,,,,0.4794576141813456,Инвитро
144,144,invitro.by,,"свинец, волосы",12.71,,,,0.4794576141813456,Инвитро
145,145,invitro.by,,"свинец, цельная кровь",14.25,,,,0.301248141718487,Инвитро
146,146,invitro.by,,"селен, волосы",12.71,,,,0.3927656725295639,Инвитро
147,147,invitro.by,,"серебро, волосы",12.71,,,,0.4794576141813456,Инвитро
148,148,invitro.by,,"стронций, волосы",12.71,,,,0.4794576141813456,Инвитро
149,149,invitro.by,,"сурьма, волосы",12.71,,,,0.4794576141813456,Инвитро
150,150,invitro.by,,"таллий, волосы",12.71,,,,0.4794576141813456,Инвитро
151,151,invitro.by,,"фосфор, волосы",12.71,,,,0.3947889754429768,Инвитро
152,152,invitro.by,,фосфор в моче,4.07,,,,0.4522113856253257,Инвитро
153,153,invitro.by,,фосфор неорганический в крови,2.87,,анализ крови на фосфор неорганический фосфор в крови сывороточный фосфор сывороточный фосфат inorganic phosphate phosphorus serum p po4 phosphate,"фосфор неорганический в крови phosphorus, p",0.8435058376193929,Инвитро
154,154,invitro.by,,"хром, волосы chromium, hair; cr",12.71,,анализ волос на ванадий ванадий в волосах,"ванадий, волосы vanadium, hair; v",0.6780554605583058,Инвитро
155,155,invitro.by,,"цинк, волосы",12.71,,,,0.3927656725295639,Инвитро
156,156,invitro.by,,"цинк, сыворотка",14.25,,анализ крови на цинк цинк в сыворотке крови serum zinc zinc serum test serum zinc test zinc blood testing,"цинк, сыворотка zinc, serum; zn",0.5985376565751497,Инвитро
157,157,invitro.by,,"цирконий, волосы",12.71,,,,0.4794576141813456,Инвитро
158,158,invitro.by,,"углеводдефицитный трансферрин удт, carbohydrate-deficient trancferrin, cdt",144.37,,анализ крови на удт карбогидрат-дефицитный трансферрин углевод-дефицитный трансферрин,"углеводдефицитный трансферрин удт, carbohydrate-deficient trancferrin, cdt",1.0,Инвитро
159,159,invitro.by,,миоглобин myoglobin,14.01,,анализ крови на миоглобин сывороточный миоглобин мг,миоглобин myoglobin,1.0000000000000002,Инвитро
160,160,invitro.by,,"натриуретического гормона в-типа n-концевой пропептид nt-probnp, n-terminal pro-brain natriuretic peptide, pro-b-type natriuretic peptide",48.51,,анализ крови на мозговой n-пропептид мозговой натрийуретический пропептид мнп n-терминальный фрагмент мозгового натрийуретического пептида n-терминальный промозговой натрийуретический пептид n-концевой пропептид натрийуретического гормона в-типа b-type natriuretic peptide n-terminal pro b-type natriuretic peptide brain natriuretic peptide probnp n-terminal probnp,"натрийуретического гормона в-типа n-концевой пропептид nt-probnp, n-terminal pro-brain natriuretic peptide, pro-b-type natriuretic peptide",0.9729327492871052,Инвитро
