,Unnamed: 0,index,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity
2847,2847,2931,invitro.by,,электрофорез гемоглобина hemoglobin electrophoresis,133.46,,анализ крови на измененный гемоглобин электрофорез фракций гемоглобина выявление патологических фракций гемоглобина,электрофорез гемоглобина hemoglobin electrophoresis,1.0000000000000002
2848,2848,2932,invitro.by,,"клинический анализ крови: общий анализ, лейкоформула, соэ с обязательной «ручной» микроскопией мазка крови*",12.79,,общий анализ крови оак гемограмма как развернутый анализ крови full blood count fbc complete blood count cbc hemogram cbc with white blood cell differential count peripheral blood smear blood film examination complete blood count cbc with differential white blood cell count cbc with diff,"клинический анализ крови: общий анализ, лейкоформула, соэ с обязательной «ручной» микроскопией мазка крови  ",1.0
2849,2849,2933,invitro.by,,"лейкоцитарная формула дифференцированный подсчет лейкоцитов, лейкоцитограмма, differential white blood cell count с обязательной «ручной» микроскопией мазка крови",4.88,,дифференцированный подсчет лейкоцитов лейкоцитограмма соотношение различных форм лейкоцитов в крови дифференцированный подсчет лейкоцитов лейкограмма лейкоформула формула крови подсчет лейкоцитарной формулы differential white blood cell count wbc count differential leukocyte differential count peripheral differential wbc differential,"лейкоцитарная формула дифференцированный подсчет лейкоцитов, лейкоцитограмма, differential white blood cell count с обязательной «ручной» микроскопией мазка крови",0.9999999999999999
2850,2850,2934,invitro.by,,"группа крови blood group, ав0 и резус-принадлежность rh-factor, rh",16.42,,анализ крови на резус-фактор резус-принадлежность резус-фактор крови резус rh rh type rh typing rh-factor rhesus factor,"резус­-принадлежность резус­фактор, rh­factor, rh",0.7326440331569016
2851,2851,2935,invitro.by,,"rh c, e, c, e, kell – фенотипирование rh c, e, c, e, kell phenotyping",32.1,,"анализ крови на фенотип анализ крови на эритроцитарные антигены фенотипирование эритроцитов по антигенам c, e, c, e антигены системы kell","rh c, e, c, e, kell – фенотипирование rh c, e, c, e, kell phenotyping",1.0000000000000002
2852,2852,2936,invitro.by,,аллоиммунные антитела,26.47,,,,0.3807079428358458
2853,2853,2937,invitro.by,,ачтв,8.86,,,,0.2503356388739777
2854,2854,2938,invitro.by,,"протромбин, мно протромбиновое время",8.23,,анализ крови на протромбин протромбин протромбиновое время протромбиновый индекс международное нормализованное отношение мно фактор свертывания крови ii prothrombin pt protime inr international normalized ratio coagulation factor ii fii,"протромбин, мно протромбиновое время, pt, prothrombin, inr",0.7517385446189727
2855,2855,2939,invitro.by,,тромбиновое время,8.52,,анализ на тромбиновое время тв антитромбин i,тромбиновое время thrombin time,0.717181250393115
2856,2856,2940,invitro.by,,фибриноген,9.55,,анализ крови на фибриноген фибриноген фактор i первый свертывающей системы плазмы fibrinogen fibrinogen activity and fibrinogen antigen assays factor i activity factor i fibrinogen activity functional fibrinogen fibrinogen antigen,фибриноген fibrinogen,0.7071067811865476
2857,2857,2941,invitro.by,,d-димер,27.74,,фрагмент расщепления фибрина,d-димер d-dimer,0.7071067811865476
2858,2858,2942,invitro.by,,антитромбин iii,16.4,,анализ крови на антитромбин ат3,"антитромбин iii, % активности ат iii, antithrombin iii, % activity",0.7874599037663592
2859,2859,2943,invitro.by,,волчаночный антикоагулянт,44.58,,,,0.5828435591666407
2860,2860,2944,invitro.by,,"фактор виллебранда, антиген von willebrand factor, vwf, antigen",56.32,,"фактор фон виллебранда, антиген антиген фактора виллебранда","фактор виллебранда, антиген von willebrand factor, vwf, antigen",1.0000000000000002
2861,2861,2945,invitro.by,,"фактор свертывания ix, активность, % fix активность, фактор кристмаса, coagulation factor ix activity, %, christmas factor",27.39,,фактор свертывания крови ix антигемофильный глобулин b,"фактор свертывания ix, активность, % fix активность, фактор кристмаса, coagulation factor ix activity, %, christmas factor",1.0000000000000002
2862,2862,2946,invitro.by,,"фактор viii, активность % factor viii, fviii, activity %",24.79,,фактор свертывания viii антигемофилический фактор агф антигемофильный глобулин,"фактор viii, активность % factor viii, fviii, activity %",1.0000000000000002
